UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
Carmen Coronado,@MCarmenCoronado,2021-01-12T19:40:00.000Z,"#INSABI 
@INSABI_mx
 en el Hospital Federico Gómez, Jesús requiere su tratamiento. Jesús tiene derecho a vivir, tiene derecho a la #Salud, a vivir sin dolor.Quote Tweet
Ale Wera Reynoso
@WeraReynoso
 · Jan 10
Él es Jesús, paciente del Federico Gómez. Tiene solo 6 años y acaba de recibir un transplante de médula. 
Aún necesita un tratamiento de 200 mil pesos para que ese transplante funcione.

A pesar de sus promesas, el INSABI no lo quiere cubrir.

Ayúdenme etiquetando al @INSABI_mx",,,
jodon 3.0,@XavierDeRu,2021-01-12T19:40:00.000Z,"Replying to 
@Carmen12284004
 @acastagne
 and 
@lopezobrador_Señora el IMSS creado por neoliberales.
Seguro popular creado por neoliberales
Hospital de cancerologia creado por neoliberales.
Hospitales infinatiles creados por neoliberales.

Señora dos años y el seguro del #KKsObrador ALIAS 
@lopezobrador_
 su mentado  #INSABI sin funcionar.",,,7
Américo Villarreal,@Dr_AVillarreal,2021-01-07T17:52:10.000Z,"El #INSABI anunció 6 acciones en favor de enfermeras y enfermeros de nuestro País, desde el Senado de la República seguiremos con atención el desarrollo de estas acciones.",,4,12
xevt - xhvt,@xevtfm,2021-01-07T17:52:10.000Z,"#ÚltimoMinuto| Alejandro Svarch Pérez, titular de la Coordinación Nacional Médica del #Insabi, destacó que en #México, se está trabajando para aumentar el número de enfermeras y enfermeros en los distintos espacios del sector salud.",1,,
"Capítulo Noreste INCAM, A.C.",@noreste_incam,2021-01-07T17:52:10.000Z,#INSABI #Salud #DerechoALaSalud #DDHH #México  http://dlvr.it/Rq366w,,1,1
México Derecho,@mexderecho,2021-01-07T17:52:10.000Z,"#INSABI
#Salud 
#DerechoALaSalud 
#DDHH
#México",1,,1
Erik Ortuño,@erik_ortuno,2021-01-07T17:52:10.000Z,"Verde si #DoctorMuerte es de primera como estarán los de segunda o tercera en la administración del presidentito, yo vi varios currículos en el #INSABI al inicio de la administración y había cada cosa sin preparación ni experiencia que entraban por ser ""recomendados"" de pena.Quote Tweet
Greñalda
@la_grenitas
 · Jan 6
""No creo que haya en el mundo un funcionario con las características del Dr Hugo López Gatell....aunque se enojen....es de primera el Dr""

             -Sin palabras-
0:19
15.3K views",,1,2
Ríodoce,@Riodoce_mx,2021-01-07T17:52:10.000Z,"#RíodoceImpreso  Anuario 2020, más allá del coronavirus (parte 2) https://bit.ly/3bdGvR0
#Anuario2020 #Sinaloa #INSABI #chuytoño #Cienfuegos",,,1
Fernanda Briseño,@FerAb_M,2021-01-07T17:52:10.000Z,"Juan Ferrer, titular del #INSABI dijo a finales de enero que el #REPS tiene 10 mil 381 trabajadores y el gobierno federal ha turnado a las 32 entidades el techo financiero que corresponde al ejercicio fiscal 2020.
Así lo informó 
@Notimex
/
@Notimex_TV
 
https://youtube.com/watch?v=aY3dymlIzls…",,,
Fernanda Briseño,@FerAb_M,2021-01-07T17:52:10.000Z,"Juan Ferrer, titular del #INSABI dijo a finales de enero que existía un acuerdo de coordinación entre el Gobierno Federal y las entidades.
Mira de nuevo la nota a través de 
@Notimex
/
@Notimex_TV
https://youtube.com/watch?v=YfzlI_TMdPA…",,,
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-07T17:52:10.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",3,5,7
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",1,1,10
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",2,5,26
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",3,2,9
Gerardo Trejo,@gerardo_trejo,2021-01-02T22:00:00.000Z,"El #INSABI cumple 1 año de logros.

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",,,
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",1,7,22
Jorge Nogueda Simón,@jorgelnogueda,2021-01-02T22:00:00.000Z,"Desgraciadamente enfermarse en estas épocas del año es complicado por el cupo o@por no haber médicos disponibles !!! #Insabi quien se hace responsable !!!Quote Tweet
Alan Adame
@AlanAdameMX
 · Nov 6, 2020
| Suplica por 14 horas afuera de hospitales del @Tu_IMSS, lo ignoran y muere.
 Felicidades @lopezobrador_ por cumplir tu compromiso, con el INSABI el sistema de salud cada vez se asemeja más al de Dinamarca o Finlandia. 

La 4T “avanza”.",,1,1
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",1,4,9
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",1,1,7
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-02T22:00:00.000Z,"En el #INSABI cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",2,3,9
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-01T18:59:01.000Z,"En el #INSABI hoy cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",1,5,11
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-01T18:59:01.000Z,"En el #INSABI hoy cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",,3,9
Instituto de Salud para el Bienestar,@INSABI_mx,2021-01-01T18:59:01.000Z,"En el #INSABI hoy cumplimos 1 año de logros...
 ¡Y seguimos adelante!

Trabajando para garantizar el derecho a la salud de todas y todos los mexicanos que no cuentan con seguridad social.",21,10,19
Marcrix Noticias,@MarcrixNoticias,2021-01-01T18:59:01.000Z,"En el limbo 30 trabajadores del #Insabi en el hospital general de #CancúnThe following media includes potentially sensitive content. Change settings
View",,,
Ciudadano7_mx,@Ciudadano7M,2021-01-01T18:59:01.000Z,"ATENCIÓN PERSONAL DE SALUD! #IMSS #ISSSTE #INSABI #PEMEX #SEDENA y 
 #privados que atienden #Covid_19Quote Tweet
SALUD México
@SSalud_mx
 · Dec 30, 2020
 AVISO IMPORTANTE a todo el #PersonalDeSalud 
Si recibiste notificación o tienes cita para recibir la #Vacuna contra #COVID19, realiza estos pasos.",,,
La Razón de México,@LaRazon_mx,2021-01-01T18:59:01.000Z,"#FelizMiércoles | Comienza el día con información de #LaRazón:

https://bit.ly/34WtYx5
 En plena pandemia, médicos que atacan #Covid, sin certeza laboral en el #Insabi
 Baja saturación de hospitales en #CDMX",,4,8
David Lira,@dliral2010,2021-01-01T18:59:01.000Z,"Replying to 
@mozart_roberto
 and 
@CitlaliCarvajaCObvio en el #insabi ya que ahí se han atendido todos los de #MorenaDestruyendoMexico como 
@gibranrr",,,
ISSSTE,@ISSSTE_mx,2021-01-01T18:59:01.000Z,"Nuestro Dir. Gral., 
@LuisAntoRamirez
, acompañó al titular de la 
@SSalud_mx
, Jorge Alcocer; al Subsecretario 
@LopezGatel
, y al titular de 
@Tu_IMSS
, 
@zoerobledo
, en la entrega de distinciones a directores hospitalarios de #SEDENA, #INSABI, #SS, #SEMAR, #PEMEX, #IMSS e #ISSSTE.",8,35,74
Héctor Tapia | El Tabasqueño,@HectorTapia_,2021-01-01T18:59:01.000Z,"Hoy en la #mañanera se entregó la #CondecoraciónMiguelHidalgo grado placa a 980 hospitales del país, que atienden a pacientes con #COVID19 de las siguientes instituciones:

495 
@SSalud_mx
 / #INSABI
 77 
@SEDENAmx
 
  9 
@SEMAR_mx
 
275 
@Tu_IMSS
 
112 
@ISSSTE_mx
 
 12 
@Pemex",,,
Sin Miedo A Opinar,@opinar_sin,2021-01-01T18:59:01.000Z,"Replying to 
@AbrahmchilletasElla es pueblo.
Seguro se atiende en el #INSABI 
Modestitos y austeros nuestros cuates de #Morena",,,
5W Redactor,@5wredactor,2021-01-01T18:59:01.000Z,"Gobierno de México reconoce con la Condecoración Miguel Hidalgo en Grado Placa al personal de salud de 980 hospitales #COVID #IMSS #Insabi #ISSSTE #Sedena #Semar #PemexGobierno de México reconoce con la Condecoración Miguel Hidalgo en Grado Placa al personal de salud...
Recibieron la distinción hospitales de la Secretaría de Salud, Insabi, Sedesa, IMSS, Issste, Sedena, Semar yPemex. Zoé Robledo, director general del Seguro Social, señaló que una forma de reconocim...
5wredactor.com",,,
Lucecita,@Lucecit15765166,2020-12-27T03:54:40.000Z,"#VacunaCOVID19 
#VacunaUniversalYGratuita 
#insabi
@INSABI_mx
 
@SSalud_mx
 
@HLGatell
 nefasto
@lopezobrador_
  y sus promesas??
Solo eso .mentirasQuote Tweet
Jorge Bazán M.
@JLbazanM
 · Dec 26, 2020
Contratan médicos cubanos y despiden a médicos en Tulum...
#LopezDestruyeMexico
#MorenaNoSabeGobernar

Tras 9 meses de batalla, personal del Insabi no recibirá la vacuna contra el Covid porque serán despedidos https://contrapesociudadano.com/tras-9-meses-de-batalla-personal-del-insabi-no-recibira-la-vacuna-contra-el-covid-porque-seran-despedidos/… vía @contrapesoC",,,
Pro Verdad,@proverdad78,2020-12-27T03:54:40.000Z,"La Destrucción Humanitaria de la #4taTransformacion #LopezElPeorPresidenteDelMundo
https://youtu.be/SkY-enuSuWw #MorenaLaPandemiaDeMexico #Vacunas #insabi #COVID19 #LopezElPeorPresidenteDelMundoLa Destrucción Humanitaria de la 4T
López Obrador se ha dedicado a poner al país en una posición muy delicada y destructiva, todo por su hambre de poder y necedad
youtube.com",,10,8
Lucecita,@Lucecit15765166,2020-12-27T03:54:40.000Z,"#insabi
#COVID19mx 
#VacunaCOVID19 
#VacunaUniversalYGratuita 
Para funcionarios..
#coronavirus 
#SerOrParecer2020Quote Tweet
Grupo Fórmula
@Radio_Formula
 · Dec 26, 2020
Enfermera revela despidos en el Insabi en pleno repunte de COVID-19 https://bit.ly/2Kou7mc",,2,
Paloma,@Paloma56419331,2020-12-27T03:54:40.000Z,"Replying to 
@EEncinas_DrFeliz Navidad doctor un abrazo Dios lo bendiga, Dr la pregunta del millón, cual es el futuro de los contratos #INSABI COVID para el 1de Enero 2021? #PRIMERALINEACOVID",,2,3
RAFAEL MORALES,@Rafael46Rafael,2020-12-27T03:54:40.000Z,"Replying to 
@CiroGomezL
 and 
@HLGatellEse ciro NO le han avisado que ya se murió,  vean nada más su fisonomía, se VE  transparente,  como se ve que como ya no tiene #CHAYOTE YA NI PARA COMER NI PARA EL DOCTOR TIENE, #INSABI , TENGAN PIEDAD Y ATIENDALO",,,
Edgar R.N.,@Edgardo_RN00,2020-12-27T03:54:40.000Z,"Se acuerdan cuando hasta hace dos años el #SeguroPopular daba el apoyo de oxígeno domiciliario para menores de edad que lo requirieran!?
Pero pues #insabi  
Sigan apoyando la cagada de la mentada #4taTransformacion 
#AlaCalleMorena #ElCacasQuote Tweet
Pulso Online
@pulso_mx
 · Dec 24, 2020
#SLP | Padres piden apoyo para tanque de oxígeno y poder sacar a su bebé del Hospital Central
https://pulsoslp.com.mx/slp/padres-piden-apoyo-para-tanque-de-oxigeno-y-poder-sacar-a-su-bebe-del-hospital-central/1234537…",,2,1
isaac rodriguez,@SoyIsaacBueno,2020-12-27T03:54:40.000Z,"Replying to 
@zoerobledo
 and 
@Tu_IMSSEl #imss es el organismo que planeaban desaparecer para@instaurar el #insabi ? 
Interesante...",,,
mamiblue,@mamiblue2015,2020-12-27T03:54:40.000Z,"#INSABI #despedidos #Médicos #EnfermerasQuote Tweet
valeria chavez
@valevalo25
 · Dec 22, 2020
Antes nos necesitaron hoy el personal médico y enfermería los necesita.
Ayuden a difundir están corriendo al personal de @INSABI_mx  miles de desempleados a la calle @lopezdoriga @Milenio @todonoticias @notiformula",,,
pepe,@AcgrPepe,2020-12-27T03:54:40.000Z,"Yo crearé un sistema de salud llamado #Insabi , sin médicos, enfermeras, ni medicinas, y diré que es gratuito.Quote Tweet
Sergio Negrete Cárdenas
@econokafka
 · Dec 22, 2020
Rifaré un avión no avión y además me compraré los cachitos para repartir en escuelas y hospitales, en lugar de dar dinero a todos.

Daré créditos de 25 mil pesos a la palabra con tarjetas, solo que sin saldo.

Haré un Programa de Vacunación Nacional Covid, solo que sin vacunas.",,,
El Telurico,@meztlixu,2020-12-27T03:54:40.000Z,"CIRCO MAROMA Y TEATRO

Ahora Resulta que sólo enviaron 3,000 lts de Leche SUIZA en lugar del Millón de  vacunas.... 
Dicen en mi Rancho. 
""HACIENDO FARAMALLA PA TAPARLE EL OJO AL MACHO""
@HLGatell
 @m_ebrard
 @zoerobledo
 #IMSS #INSABI #INER #ISSSTE #SSA",,8,6
"Twittecutli
#MéxicoDeLuto",@mxgm_01,2020-12-27T03:54:40.000Z,"Traen #MédicosCubanos y corren al personal médico mexicano!!!
#INSABIQuote Tweet
valeria chavez
@valevalo25
 · Dec 22, 2020
Hoy con lágrimas en los ojos les cuento que serví en un hospital general en primera línea contra el #covid y yo como todo el personal médico dimos todo hoy los necesitamos nos llaman hoy para corrernos en pleno re brote #plazasparaelpersonaldeinsabi @azucenau @INSABI_mx",,,
José Gámez-66,@aguiladorada66,2020-12-27T03:54:40.000Z,"Replying to 
@valevalo25
 @azucenau
 and 
@INSABI_mxTípico de éste gobierno.... engaños y #traiciones  ..en varios hospitales hicieron lo mismo
#PersonalDeSaludEnAbandono  
 .... les pagaron con arena 
 #InSaBi  
@Tu_IMSS
  @SSalud_mx",,,
5to. Poder,@5toPoderqroo,2020-12-27T03:54:40.000Z,"EN PLENA CRISIS POR COVID-19, INSABI DE QUINTANA ROO DESPIDE A PERSONAL DE SALUD
 
SIGUE LEYENDO 
https://quintopoderqrp.com/2020/12/23/en-plena-crisis-por-covid-19-insabi-de-quintana-roo-despide-a-personal-de-salud/… 
#Salud #despido #Insabi #Cancun #HospitalGeneral",,,
Ben Fong Torres,@griego_tragico,2020-12-23T01:30:12.000Z,"El gobierno que va contra el outsourcing dando contratitos pedorros precarizados a trabajadores de la salud. #insabiQuote Tweet
valeria chavez
@valevalo25
 · Dec 22, 2020
Replying to @azucenau and @INSABI_mx
Soy Lic en enfermeria y estoy en hospital general de Quintana Roo desde que inicio la pandemia desde el mes pasado nos hicieron firmar contratos de dos meses de Insabi, y hoy comenzaron las llamadas para darnos las “gracias” y mandarnos a la calle por que no hay presupuesto",,,
Raúl O.,@rulorjiz,2020-12-23T01:30:12.000Z,"Uy pero el #insabi si funciona Quote Tweet
valeria chavez
@valevalo25
 · Dec 22, 2020
Hoy con lágrimas en los ojos les cuento que serví en un hospital general en primera línea contra el #covid y yo como todo el personal médico dimos todo hoy los necesitamos nos llaman hoy para corrernos en pleno re brote #plazasparaelpersonaldeinsabi @azucenau @INSABI_mx",,,
xevt - xhvt,@xevtfm,2020-12-23T01:30:12.000Z,"#ÚltimoMinuto|En ocupación hospitalaria, indicó que la #CiudadDeMéxico y el #EstadoDeMéxico registran más del 70 por ciento de ocupación de sus camas generales. 
Indicó que médicos del #IMSS, el #INSABI y demás instituciones, estarán apoyando a estos estados.",1,,
Sandra Sanchez,@sandralsq,2020-12-23T01:30:12.000Z,"Liquidando personal medico, en plena pandemia
#INSABI #Covid_19mx 
@beltrandelrio
 @macariomx
 @GMonroyEnergy
 @CiroGomezL
 
@Donvix
 @MaxKaiser75Quote Tweet
valeria chavez
@valevalo25
 · Dec 22, 2020
Hoy con lágrimas en los ojos les cuento que serví en un hospital general en primera línea contra el #covid y yo como todo el personal médico dimos todo hoy los necesitamos nos llaman hoy para corrernos en pleno re brote #plazasparaelpersonaldeinsabi @azucenau @INSABI_mx",,1,
Navarro Zarza JE,@JENavarrozarza,2020-12-23T01:30:12.000Z,"@HLGatell
 con los contratos de #COVID en #Guerrero los empleados de Base bajaron la guardia y YA NO ENTRAN al COVID los protege su Sindicato. Argumentan que ganan más los del #insabi",,3,3
Certeza Diario,@CertezaDiario,2020-12-23T01:30:12.000Z,"Duplica Gobierno capitalino número de ambulancias para traslado de pacientes con COVID-19

#CDMX #ISSSTE #INSABI #IMSSDuplica Gobierno Capitalino Número De Ambulancias Para Traslado De Pacientes Con COVID-19 | Certeza...
Con el propósito de atender de manera oportuna los casos de COVID-19 en la ciudad, el Gobierno capitalino informa que, reforzó el servicio de LOCATEL y en el
certezadiario.com",,,
Toño Leyva,@_antonioleyva,2020-12-23T01:30:12.000Z,De la gustada sección del baúl del recuerdo... #Insabi  #Tabasco  ,1,1,1
rikassandra trans 69,@PRINZZEZUKA80,2020-12-23T01:30:12.000Z,"@SSaludCdMx
 @CdmxClinica
 @SSalud_mx
 @INSABI_mx
 @OlivaLopezA
 Una compañera en etapa Sida con cuadro muy deteriorado de salud en CDMX. Requiere hospitalización, pero no ha sido admitida. Requerimos de su atención. #Insabi #DrJorgeAlcocer #SecretariaSalud #DraOliva #ClinicaCondesa",,,
Centro Apoyo Trans,@CentroTrans,2020-12-23T01:30:12.000Z,"@SSaludCdMx
 @CdmxClinica
 @SSalud_mx
 @INSABI_mx
 @OlivaLopezA
 Una compañera en etapa Sida con cuadro muy deteriorado de salud en CDMX. Requiere hospitalización, pero no ha sido admitida. Requerimos de su atención. #Insabi #DrJorgeAlcocer #SecretariaSalud #DraOliva #ClinicaCondesa",,1,2
ClaroyDirectomx,@claroydirectomx,2020-12-23T01:30:12.000Z," ¡Buenas tardes!
 Bienvenidos al Especial fin de año 2020: El #Insabi y la falta de medicamento para Niños con #Cáncer
 http://ow.ly/TSg750CRuhy
#Noticias #México #NiñosConCáncerEspecial fin de año 2020: El Insabi y la falta de medicamento para...
youtube.com",,,2
El Telurico,@meztlixu,2020-12-23T01:30:12.000Z,"CUANDO LOS PNDJOS PIENSAN QUE SON INTELIGENTES. 

Por estas Desiciones y Comentarios del Pinshiiii Presidente y Gattel, hoy está El Sistema de Salud Sobrepasado.
MILES DE FALLECIDOS. 
@HLGatell
 @lopezobrador_
 #SSA #INSABI #IMSS #INER #LigaMitica #LigaDeGuerrerosQuote Tweet
Elma Canudo
@TeroElmito
 · Dec 21, 2020
CUANDO LOS PNDJOS PIENSAN QUE SON INTELIGENTES. 

Por estas Desiciones y Comentarios del Pinshiiii Presidente y Gattel, hoy está El Sistema de Salud Sobrepasado.
MILES DE FALLECIDOS. 
@HLGatell @lopezobrador_ #SSA #INSABI #IMSS #INER #LigaMitica #LigaDeGuerreros",,1,2
Elma Canudo,@TeroElmito,2020-12-23T01:30:12.000Z,"CUANDO LOS PNDJOS PIENSAN QUE SON INTELIGENTES. 

Por estas Desiciones y Comentarios del Pinshiiii Presidente y Gattel, hoy está El Sistema de Salud Sobrepasado.
MILES DE FALLECIDOS. 
@HLGatell
 @lopezobrador_
 #SSA #INSABI #IMSS #INER #LigaMitica #LigaDeGuerreros",,5,3
Rufino Casal,@RufinoCasal,2020-12-19T14:13:53.000Z,"Te estoy esperando como quien espera que lo atiendan en el área de urgencias de un hospital de #INSABI.Quote Tweet
Dr Lozano-Murrieta
@lozano_murrieta
 · Dec 18, 2020
He esperado en el andén de tus ojos...",2,,3
Carel,@MoRe_NiTa_,2020-12-19T14:13:53.000Z,$1000 pesos de aguinaldo en 10 meses. #insabi #SaludPública  ,,,1
Vicorty09,@vicorty09,2020-12-19T14:13:53.000Z,"¿El del #INSABI ?Quote Tweet
Renata Turrent
@rturrent
 · Dec 18, 2020
Es más fácil ir a la luna a que @BBVA_Mex te resuelva algo en línea/teléfono. ¿Qué banco recomiendan?",,,
Diario Moneda,@DiarioMoneda,2020-12-19T14:13:53.000Z,"#PorSiTeLoPerdiste 
Palabras Más / Todo se Politiza por 
@arturosuarez
 
#VacunaCOVID19 #Insabi #CuartaTransformacion #AMLO 
https://diariomoneda.com/palabras-m987969/…",,,2
Diario Moneda,@DiarioMoneda,2020-12-19T14:13:53.000Z,"#FelizViernesATodos 
Palabras Más / Todo se Politiza por 
@arturosuarez
 
#VacunaCOVID19 #Insabi #CuartaTransformacion #AMLO 
https://diariomoneda.com/palabras-m987969/…",,1,1
Diario Moneda,@DiarioMoneda,2020-12-19T14:13:53.000Z,"#FelizViernes 
Palabras Más / Todo se Politiza por 
@arturosuarez
 
#VacunaCOVID19 #Insabi #CuartaTransformacion #AMLO 
https://diariomoneda.com/palabras-m987969/…",,,1
Diario Moneda,@DiarioMoneda,2020-12-19T14:13:53.000Z,"Palabras Más / Todo se Politiza por 
@arturosuarez
 
#VacunaCOVID19 #Insabi #CuartaTransformacion #AMLO 
https://diariomoneda.com/palabras-m987969/…",,,1
Quadratín SLP Noticias,@Quadratin_SLP,2020-12-19T14:13:53.000Z,"#SEDENA #INSABI 

Guzmar Ángel González Castillo, dijo que no se les negó la atención en el Hospital Central a dos policías estatales que presentaban síntomas de Covid 19.Vacuna contra Covid 19 al mismo tiempo en países: OPS - Quadratín
No importa si son gratuitas o las pagan, advirtió Organización
sanluispotosi.quadratin.com.mx",,,1
Ultranoticias Edo. Mex,@UltraNot_EdoMex,2020-12-19T14:13:53.000Z,"#UltraNoticias| La Legislatura recibió la solicitud para que autorice la desincorporación de un predio en la comunidad de Coatlinchan del municipio de #Texcoco
#Insabi 
@Legismex
  @oscarglennSolicitan autorización para que Texcoco done predio al Insabi
#Legislatura #Insabi Ahí se ubica el Hospital Materno que otorga servicios gratuitos de salud y medicamentos a personas carentes de seguridad social.
ultranoticias.com.mx",,,
CEAPS Héroes Tecámac,@CeapsHeroes,2020-12-19T14:13:53.000Z,"Si te cobran los servicios médicos o te niegan la atención ¡denuncia!
@SFP_mx
  800 11 28 700
 http://sidec.funcionpublica.gob.mx
@CONAMED_SALUD
  55 5420 7000

#INSABI 
 800 76 78 527
 atencioninsabi@salud.gob.mx

Todos los mexicanos tenemos derecho a #salud gratuita y de calidad.",,,
CEAPS Héroes Tecámac,@CeapsHeroes,2020-12-19T14:13:53.000Z,"Si te cobran los servicios médicos o te niegan la atención ¡denuncia!
@SFP_mx
 800 11 28 700
 http://sidec.funcionpublica.gob.mx
@CONAMED_SALUD
 55 5420 7000

#INSABI 
 800 76 78 527
 atencioninsabi@salud.gob.mx

Todos los mexicanos tenemos derecho a #salud gratuita y de calidad.",1,2,2
Jorge Moreno,@JorgeMo80252863,2020-12-19T14:13:53.000Z,"Replying to 
@lopezobrador_#México #PlanDNIIISanitario 
@SEDENAmx
 y 
@SEMAR_mx
 levanten con URGENCIA hospitales provisionales de emergencia anexos a hospitales de 
@Tu_IMSS
 #IMSS e #INSABI en la República,donde se requiera. Es repunte de #SegundaOla y habrá #TerceraOla. Sin dilación. 
@lopezobrador_
 @HLGatell",,,
Jorge Moreno,@JorgeMo80252863,2020-12-19T14:13:53.000Z,"Replying to 
@HLGatell#México #PlanDNIIISanitario 
@SEDENAmx
 y 
@SEMAR_mx
 levanten con URGENCIA hospitales provisionales de emergencia anexos a hospitales de 
@Tu_IMSS
 #IMSS e #INSABI en la República,donde se requiera. Es repunte de #SegundaOla y habrá #TerceraOla.Sin dilación. 
@lopezobrador_
 @HLGatell",,,
Jorge Moreno,@JorgeMo80252863,2020-12-19T14:13:53.000Z,"Replying to 
@Claudiashein#México #PlanDNIIISanitario 
@SEDENAmx
 y 
@SEMAR_mx
 levanten con URGENCIA hospitales provisionales de emergencia anexos a hospitales de 
@Tu_IMSS
 #IMSS e #INSABI en la República,donde se requiera. Es repunte de #SegundaOla y habrá #TerceraOla. Sin dilación. 
@lopezobrador_
 @HLGatell",,,
Jorge Moreno,@JorgeMo80252863,2020-12-19T14:13:53.000Z,"Replying to 
@julioastillero#México #PlanDNIIISanitario 
@SEDENAmx
 y 
@SEMAR_mx
 levanten con URGENCIA hospitales provisionales de emergencia anexos a hospitales de 
@Tu_IMSS
 #IMSS e #INSABI en la República,donde se requiera. Es repunte de #SegundaOla y habrá #TerceraOla. Sin dilación. 
@lopezobrador_
 @HLGatell",,,
Gabriella Conti,@Gabri_EllaConti,2020-12-16T02:17:34.000Z," Now, let’s talk about #evidence-based #policy. 

We’re not 
 to evaluate SP impacts. Literature shows that SP led to health improvements w/o significant labour mkt distortions. 

But what has the new 
government done? #INSABI!! 
@Chertorivski
 @JulioFrenk
 @INSABI_mx",1,1,1
México Libre Puerto Vallarta,@MexLibrePV,2020-12-16T02:17:34.000Z,"Antes del 1o. de julio del 2018, #México contaba con el #SeguroPopular que atendía a más de 50 millones de personas de bajos recursos. Hoy el #INSABI sin la capacidad de operatividad ni medicamentos para los más pobres. 

#MéxicoLibreAdelante
#NiUnVotoAMORENA 
#Pandemia
#COVID19Quote Tweet
El Universal
@El_Universal_Mx
 · Dec 11, 2020
El señor Martínez tiene 80 años, no cuenta con Seguro Social ni con una pensión y asegura que la pandemia ha mermado su salud, por lo que necesita dinero para comprar sus medicamentos y para llevar el sustento a su hogar https://eluniversal.com.mx/metropoli/cdmx/con-clases-de-matematicas-don-guillermo-busca-salir-adelante-en-esta-pandemia…",,,
Rev.MUNDOLEGISLATIVO,@MundoLegisla,2020-12-16T02:17:34.000Z,"#SputnikNews  Podrían empezar a ensayar en #México con los funcionarios de 4a. Pueden llevar sus estampitas, por si acaso. O acudir al #Insabi en caso extremo.Quote Tweet
Marcelo Ebrard C.
@m_ebrard
 · Dec 14, 2020
Les comparto que a invitación de México, los fabricantes rusos de la vacuna Sputnik V han presentado solicitud y documentación necesaria a la COFEPRIS para realizar estudios clínicos en nuestro país y obtener la autorización correspondiente. Buena semana!!!",,,
Fernanda Briseño,@FerAb_M,2020-12-16T02:17:34.000Z,"El Instituto de Salud para el Bienestar tiene como objeto proveer y garantizar la prestación gratuita de servicios de salud a las personas sin seguridad social», sostuvo Juan Antonio Ferrer, titular del #INSABI.
Así lo informó 
@Notimex
/
@Notimex_TV
https://youtube.com/watch?v=THylSNfKLnw…",,,
Héctor,@hector_69,2020-12-16T02:17:34.000Z,"Replying to 
@julioastillero¿Porque no vas al #INSABI ?, el servicio maravilloso y libre de corrupción.",,,
Marco A. Cruz Quevedo,@macruzq,2020-12-16T02:17:34.000Z,"Replying to 
@julioastillero¿Y el #INSABI? Ya llevamos 12 dias de un excelente servicio médico. Vaya a ver, tal vez se lleve una agradable sorpresa.
#LopezNosPEJODica.",,6,59
Boomer Yoda,@PintaoBiccio,2020-12-16T02:17:34.000Z,"Haganse los #insabi en los weyes que votaron por mi compadre #cottonhead yo, totalmente #axa seguro medico de gastos mayores",,,
AIPZ,@AIPZ_ZAC,2020-12-16T02:17:34.000Z,"Recibe Zacatecas dos nuevos equipos de ultrasonido para atención a pacientes con Covid-19
#AIPZ #Zacatecas #INSABI

https://aipz.mx/2020/12/13/recibe-zacatecas-dos-nuevos-equipos-de-ultrasonido-para-atencion-a-pacientes-con-covid-19/…",,,
